Aesthetic Appreciation and Spanish Art:	['3', '0', '4', '3', '-1', '-2']	['amod', 'root', 'cc', 'amod', 'conj', 'punct']
Such translations then would be concerned with such correspondences as poetry to poetry, sentence to sentence, and concept to concept.	['3', '6', '5', '4', '3', '0', '4', '3', '-1', '3', '0', '3', '0', '3', '-2', '3', '0', '4', '3', '-7', '3', '0', '-15']	['amod', 'nsubj:pass', 'advmod', 'aux', 'aux:pass', 'root', 'case', 'amod', 'obl', 'case', 'nmod', 'case', 'nmod', 'punct', 'conj', 'case', 'nmod', 'punct', 'cc', 'conj', 'case', 'nmod', 'punct']
"Such a formal orientation that typifies this type of structural equivalence is called a ""gloss translation"" in which the translator aims at reproducing as literally and meaningfully as possible the form and content of the original."	['5', '4', '3', '11', '3', '0', '3', '0', '4', '3', '-1', '3', '0', '5', '4', '3', '-2', '1', '3', '5', '3', '3', '-4', '3', '0', '3', '0', '3', '0', '3', '-2', '3', '-6', '3', '0', '4', '3', '-3', '-24']	['det:predet', 'det', 'amod', 'nsubj:pass', 'nsubj', 'acl:relcl', 'det', 'obj', 'case', 'amod', 'nmod', 'aux:pass', 'root', 'det', 'punct', 'compound', 'obj', 'punct', 'case', 'obl', 'det', 'nsubj', 'acl:relcl', 'mark', 'advcl', 'advmod', 'advmod', 'cc', 'conj', 'case', 'nmod', 'det', 'obj', 'cc', 'conj', 'case', 'det', 'nmod', 'punct']
The principles governing an F-E translation would then be: reproduction of grammatical units; consistency in word usage; and meanings in terms of the source context.	['3', '11', '1', '4', '3', '-1', '6', '5', '4', '1', '0', '4', '3', '-1', '3', '-3', '4', '3', '-1', '4', '3', '-9', '3', '0', '5', '4', '3', '-2', '-16']	['det', 'nsubj', 'acl', 'det', 'compound', 'obj', 'aux', 'advmod', 'cop', 'punct', 'root', 'case', 'amod', 'nmod', 'punct', 'conj', 'case', 'compound', 'nmod', 'punct', 'cc', 'conj', 'case', 'nmod', 'case', 'det', 'compound', 'nmod', 'punct']
Jared Padalecki	['0', '1']	['root', 'flat']
Jared Tristan Padalecki (born July 19, 1982) [1] is an American actor.	['18', '1', '0', '3', '-2', '3', '0', '3', '0', '-3', '3', '7', '1', '5', '4', '3', '0', '1']	['nsubj', 'flat', 'flat', 'punct', 'acl', 'compound', 'obl:tmod', 'punct', 'nmod:tmod', 'punct', 'punct', 'dep', 'punct', 'cop', 'det', 'amod', 'root', 'punct']
He is best known for playing the role of Sam Winchester in the TV series Supernatural.	['5', '4', '3', '0', '3', '0', '3', '0', '3', '0', '1', '6', '5', '3', '3', '-8', '-11']	['nsubj:pass', 'aux:pass', 'advmod', 'root', 'mark', 'advcl', 'det', 'obj', 'case', 'nmod', 'flat', 'case', 'det', 'compound', 'compound', 'obl', 'punct']
He grew up in Texas and rose to fame in the early 2000s after appearing on the television series Gilmore Girls as well as the films New York Minute and House of Wax.	['3', '0', '1', '3', '-1', '3', '-3', '3', '0', '5', '4', '3', '-4', '3', '-6', '5', '4', '3', '-2', '3', '0', '6', '1', '0', '3', '-5', '3', '3', '-1', '3', '0', '3', '0', '-30']	['nsubj', 'root', 'compound:prt', 'case', 'obl', 'cc', 'conj', 'case', 'obl', 'case', 'det', 'amod', 'obl', 'mark', 'advcl', 'case', 'det', 'compound', 'obl', 'compound', 'appos', 'cc', 'fixed', 'fixed', 'det', 'conj', 'compound', 'compound', 'appos', 'cc', 'conj', 'case', 'nmod', 'punct']
Early life	['3', '0']	['amod', 'root']
Padalecki was born in San Antonio, Texas, to Gerald and Sherri Padalecki. [1] [2]	['4', '3', '0', '3', '0', '1', '3', '-1', '4', '3', '-6', '3', '0', '1', '-10', '3', '-12', '1', '3', '-15', '1']	['nsubj:pass', 'aux:pass', 'root', 'case', 'obl', 'flat', 'punct', 'appos', 'punct', 'case', 'obl', 'cc', 'conj', 'flat', 'punct', 'punct', 'dep', 'punct', 'punct', 'dep', 'punct']
His father is of Polish descent, while his mother has German, Scottish, French, and English ancestry. [3]	['3', '6', '5', '4', '3', '0', '6', '5', '3', '3', '-3', '10', '3', '0', '3', '-2', '4', '3', '-5', '-7', '-13', '3', '-15', '1']	['nmod:poss', 'nsubj', 'cop', 'case', 'amod', 'root', 'punct', 'mark', 'nmod:poss', 'nsubj', 'advcl', 'amod', 'punct', 'conj', 'punct', 'conj', 'punct', 'cc', 'conj', 'obj', 'punct', 'punct', 'dep', 'punct']
Education	['0']	['root']
He was a 2000 candidate for the Presidential Scholars Program. [1]	['6', '5', '4', '3', '0', '6', '5', '3', '3', '-3', '-4', '3', '-6', '1']	['nsubj', 'cop', 'det', 'nmod:tmod', 'root', 'case', 'det', 'amod', 'compound', 'nmod', 'punct', 'punct', 'dep', 'punct']
In 1998, Padalecki and his partner Chris Cardenas won the National Forensic League national championship in Duo Interpretation. [4]	['3', '10', '1', '8', '4', '3', '-1', '1', '1', '0', '7', '4', '3', '4', '3', '-4', '4', '3', '-7', '-8', '3', '-10', '1']	['case', 'obl', 'punct', 'nsubj', 'cc', 'nmod:poss', 'conj', 'appos', 'flat', 'root', 'det', 'amod', 'compound', 'compound', 'amod', 'obj', 'case', 'compound', 'obl', 'punct', 'punct', 'dep', 'punct']
Although he had originally planned to attend the University of Texas after graduating from high school in 2000, Jared decided to move Los Angeles, California instead to pursue an acting career. [1]	['6', '5', '4', '3', '18', '3', '0', '3', '0', '3', '0', '3', '-6', '4', '3', '-1', '3', '-3', '-12', '3', '0', '3', '0', '1', '1', '3', '-1', '-3', '3', '-5', '4', '3', '-1', '-11', '3', '-13', '1']	['mark', 'nsubj', 'aux', 'advmod', 'advcl', 'mark', 'xcomp', 'det', 'obj', 'case', 'nmod', 'mark', 'advcl', 'case', 'amod', 'obl', 'case', 'obl', 'punct', 'nsubj', 'root', 'mark', 'xcomp', 'obl', 'flat', 'punct', 'appos', 'advmod', 'mark', 'advcl', 'det', 'amod', 'obj', 'punct', 'punct', 'dep', 'punct']
Career	['0']	['root']
"Padalecki won Fox Broadcasting's 1999 ""Claim to Fame Contest""; he subsequently appeared at the Teen Choice Awards, where he met an agent. [5]"	['3', '0', '3', '9', '1', '7', '6', '5', '3', '0', '-7', '1', '5', '4', '3', '-12', '6', '5', '3', '3', '-3', '5', '4', '3', '-2', '3', '0', '-24', '3', '-26', '1']	['nsubj', 'root', 'compound', 'nmod:poss', 'case', 'nmod:tmod', 'punct', 'compound', 'case', 'nmod', 'obj', 'punct', 'punct', 'nsubj', 'advmod', 'parataxis', 'case', 'det', 'compound', 'compound', 'obl', 'punct', 'mark', 'nsubj', 'acl:relcl', 'det', 'obj', 'punct', 'punct', 'dep', 'punct']
His first role was a minor role in the 1999 film A Little Inside.	['4', '3', '6', '5', '4', '3', '0', '5', '4', '3', '-2', '3', '3', '-1', '-6']	['nmod:poss', 'amod', 'nsubj', 'cop', 'det', 'amod', 'root', 'case', 'det', 'nmod:tmod', 'nmod', 'det', 'advmod', 'appos', 'punct']
In 2000, he was cast as Dean Forester on the television series Gilmore Girls, a role he played until 2005.	['3', '6', '1', '4', '3', '0', '3', '0', '1', '5', '4', '3', '-5', '3', '0', '4', '3', '-8', '3', '0', '3', '0', '-15']	['case', 'obl', 'punct', 'nsubj:pass', 'aux:pass', 'root', 'case', 'obl', 'flat', 'case', 'det', 'compound', 'obl', 'compound', 'appos', 'punct', 'det', 'appos', 'nsubj', 'acl:relcl', 'case', 'obl', 'punct']
Throughout the early 2000s he appeared in several made-for-television films, including Silent Witness, Close to Home, and the Disney Channel Original Movie A Ring of Endless Light. [6] [7]	['5', '4', '3', '4', '3', '0', '5', '4', '3', '-2', '5', '4', '3', '-2', '3', '0', '3', '0', '8', '7', '6', '3', '4', '3', '-9', '3', '0', '4', '3', '-1', '-23', '3', '-25', '1', '3', '-28', '1']	['case', 'det', 'amod', 'obl', 'nsubj', 'root', 'case', 'amod', 'amod', 'obl', 'punct', 'case', 'amod', 'nmod', 'punct', 'conj', 'case', 'nmod', 'punct', 'cc', 'det', 'compound', 'compound', 'amod', 'conj', 'det', 'appos', 'case', 'amod', 'nmod', 'punct', 'punct', 'dep', 'punct', 'punct', 'dep', 'punct']
Padalecki had an uncredited role as a high school bully in 2003's comedy Cheaper by the Dozen, which he played after being asked by fellow actor and friend Tom Welling, who played Charlie Baker, and the director of the movie, who wanted someone larger than Charlie to pick on him.	['3', '0', '4', '3', '-1', '6', '5', '3', '3', '-6', '5', '4', '1', '-10', '1', '4', '3', '-1', '5', '4', '3', '-6', '4', '3', '-1', '4', '3', '-1', '3', '0', '-1', '1', '4', '3', '-5', '1', '1', '5', '4', '3', '-11', '4', '3', '-1', '4', '3', '-4', '1', '1', '3', '0', '3', '-2', '3', '0', '-52']	['nsubj', 'root', 'det', 'amod', 'obj', 'case', 'det', 'amod', 'compound', 'obl', 'case', 'nmod:poss', 'case', 'obl', 'amod', 'case', 'det', 'obl', 'punct', 'obj', 'nsubj', 'acl:relcl', 'mark', 'aux:pass', 'advcl', 'case', 'amod', 'obl', 'cc', 'conj', 'appos', 'flat', 'punct', 'nsubj', 'acl:relcl', 'obj', 'flat', 'punct', 'cc', 'det', 'conj', 'case', 'det', 'nmod', 'punct', 'nsubj', 'acl:relcl', 'obj', 'amod', 'case', 'obl', 'mark', 'advcl', 'case', 'obl', 'punct']
Padalecki originally auditioned for Welling's role, but gave it up in order to film a pilot titled Young MacGyver which was never picked up. [8]	['4', '3', '0', '5', '4', '1', '-2', '4', '3', '-5', '1', '0', '5', '1', '3', '-4', '3', '0', '1', '3', '0', '5', '4', '3', '-5', '1', '-22', '3', '-24', '1']	['nsubj', 'advmod', 'root', 'case', 'nmod:poss', 'case', 'obl', 'punct', 'cc', 'conj', 'obj', 'compound:prt', 'mark', 'fixed', 'mark', 'advcl', 'det', 'obj', 'acl', 'amod', 'obj', 'nsubj:pass', 'aux:pass', 'advmod', 'acl:relcl', 'compound:prt', 'punct', 'punct', 'dep', 'punct']
In 2004, he appeared in the Mary-Kate and Ashley Olsen comedy New York Minute as Trey Lipton, a cute boy to whom the Olsens' characters are attracted.	['3', '5', '1', '3', '0', '8', '7', '6', '3', '0', '1', '-5', '3', '3', '-1', '3', '-10', '1', '5', '4', '3', '-3', '3', '8', '3', '4', '1', '4', '3', '-6', '-24']	['case', 'obl', 'punct', 'nsubj', 'root', 'case', 'det', 'nmod', 'cc', 'conj', 'flat', 'obl', 'compound', 'compound', 'appos', 'case', 'obl', 'flat', 'punct', 'det', 'amod', 'appos', 'case', 'obl', 'det', 'nmod:poss', 'case', 'nsubj:pass', 'aux:pass', 'acl:relcl', 'punct']
He also landed a short role in the thriller Flight of the Phoenix alongside Dennis Quaid and Hugh Laurie.	['4', '3', '0', '4', '3', '-1', '4', '3', '-1', '1', '4', '3', '-1', '3', '-7', '1', '3', '-1', '1', '-15']	['nsubj', 'advmod', 'root', 'det', 'amod', 'obj', 'case', 'det', 'nmod', 'appos', 'case', 'det', 'nmod', 'case', 'nmod', 'flat', 'cc', 'conj', 'flat', 'punct']
In 2005, Padalecki starred opposite Elisha Cuthbert, Chad Michael Murray, and Paris Hilton in House of Wax as Wade.	['3', '5', '1', '3', '0', '3', '0', '1', '3', '-1', '1', '0', '4', '3', '-6', '1', '3', '-11', '3', '0', '3', '-15', '-16']	['case', 'obl', 'punct', 'nsubj', 'root', 'case', 'obl', 'flat', 'punct', 'conj', 'flat', 'flat', 'punct', 'cc', 'conj', 'flat', 'case', 'obl', 'case', 'nmod', 'case', 'obl', 'punct']
In 2005, he appeared in Cry Wolf, another horror film, as Tom. [9]	['3', '5', '1', '3', '0', '3', '0', '1', '5', '4', '3', '-3', '4', '3', '-8', '-9', '3', '-11', '1']	['case', 'obl', 'punct', 'nsubj', 'root', 'case', 'obl', 'compound', 'punct', 'det', 'compound', 'appos', 'punct', 'case', 'obl', 'punct', 'punct', 'dep', 'punct']
That same year, Padalecki was cast as Sam Winchester on the WB series, Supernatural.	['4', '3', '6', '1', '4', '3', '0', '3', '0', '1', '5', '4', '3', '-5', '3', '0', '-8']	['det', 'amod', 'obl:tmod', 'punct', 'nsubj:pass', 'aux:pass', 'root', 'case', 'obl', 'flat', 'case', 'det', 'compound', 'obl', 'punct', 'appos', 'punct']
Sam and his brother Dean (Jensen Ackles) drive throughout the United States hunting paranormal predators, fighting demons and angels, and dealing with all manner of fantasy & sci-fi genre.	['11', '4', '3', '-1', '1', '3', '0', '1', '0', '0', '5', '4', '3', '-2', '-3', '3', '0', '3', '-2', '1', '3', '0', '4', '3', '-8', '4', '3', '-1', '3', '5', '3', '0', '-3', '-22']	['nsubj', 'cc', 'nmod:poss', 'conj', 'appos', 'punct', 'appos', 'flat', 'punct', 'root', 'case', 'det', 'amod', 'obl', 'advcl', 'amod', 'obj', 'punct', 'conj', 'obj', 'cc', 'conj', 'punct', 'cc', 'conj', 'case', 'det', 'obl', 'case', 'compound', 'cc', 'conj', 'nmod', 'punct']
The show is currently in its fourteenth season on the CW.	['3', '8', '7', '6', '5', '4', '3', '0', '4', '3', '-1', '-2']	['det', 'nsubj', 'cop', 'advmod', 'case', 'nmod:poss', 'amod', 'root', 'case', 'det', 'nmod', 'punct']
It owns the title of the longest-running North American sci-fi series in history. [10]	['3', '0', '3', '0', '8', '7', '6', '3', '4', '3', '-5', '3', '-9', '-10', '3', '-12', '1']	['nsubj', 'root', 'det', 'obj', 'case', 'det', 'amod', 'amod', 'amod', 'compound', 'nmod', 'case', 'obl', 'punct', 'punct', 'dep', 'punct']
In 2007, Jared served as the host of MTV's horror reality series, Room 401, which was discontinued after only eight episodes due to poor ratings. [11]	['3', '5', '1', '3', '0', '4', '3', '-1', '7', '6', '1', '4', '3', '-4', '3', '0', '1', '5', '4', '3', '-5', '5', '3', '3', '-2', '5', '1', '3', '-6', '-23', '3', '-25', '1']	['case', 'obl', 'punct', 'nsubj', 'root', 'case', 'det', 'obl', 'case', 'nmod:poss', 'case', 'compound', 'compound', 'nmod', 'punct', 'appos', 'nummod', 'punct', 'nsubj:pass', 'aux:pass', 'acl:relcl', 'case', 'advmod', 'nummod', 'obl', 'case', 'fixed', 'amod', 'obl', 'punct', 'punct', 'dep', 'punct']
He had the lead role in 2008's The Christmas Cottage as Thomas Kinkade, alongside acclaimed actor Peter O'Toole.	['3', '0', '4', '3', '-1', '7', '6', '1', '4', '3', '-7', '3', '-9', '1', '5', '4', '3', '-14', '1', '1', '-17']	['nsubj', 'root', 'det', 'amod', 'obj', 'case', 'nmod:poss', 'case', 'det', 'compound', 'obl', 'case', 'obl', 'flat', 'punct', 'case', 'amod', 'obl', 'appos', 'flat', 'punct']
He also had the lead role in the 2009 version of Friday the 13th as Clay Miller, a character who heads out to Camp Crystal Lake in search of his sister who has gone missing. [12]	['4', '3', '0', '4', '3', '-1', '5', '4', '3', '-5', '3', '0', '3', '0', '3', '-11', '1', '4', '3', '-2', '3', '0', '1', '5', '4', '3', '-3', '3', '-5', '4', '3', '-1', '4', '3', '-1', '1', '-32', '3', '-34', '1']	['nsubj', 'advmod', 'root', 'det', 'amod', 'obj', 'case', 'det', 'nummod', 'obl', 'case', 'nmod', 'det', 'nmod:tmod', 'case', 'obl', 'flat', 'punct', 'det', 'appos', 'nsubj', 'acl:relcl', 'compound:prt', 'case', 'compound', 'compound', 'obl', 'case', 'obl', 'case', 'nmod:poss', 'nmod', 'nsubj', 'aux', 'acl:relcl', 'xcomp', 'punct', 'punct', 'dep', 'punct']
Personal life	['3', '0']	['amod', 'root']
Padalecki's engagement to his Supernatural co-star Genevieve Cortese was announced in January 2010.	['4', '1', '10', '5', '4', '3', '-2', '1', '1', '3', '0', '3', '0', '1', '-2']	['nmod:poss', 'case', 'nsubj:pass', 'case', 'nmod:poss', 'compound', 'nmod', 'appos', 'flat', 'aux:pass', 'root', 'case', 'obl', 'nmod:tmod', 'punct']
They met when Cortese guest starred as Ruby on the show's fourth season.	['3', '0', '5', '4', '3', '-2', '3', '0', '7', '3', '5', '1', '3', '-6', '-11']	['nsubj', 'root', 'mark', 'nsubj', 'compound', 'advcl', 'case', 'obl', 'case', 'det', 'nmod:poss', 'case', 'amod', 'obl', 'punct']
"Padalecki proposed to her in front of their favorite painting, ""Joan of Arc"", by French realist Jules Bastien-Lepage at New York's Metropolitan Museum of Art in October 2009. [13] [14] [15] [16]"	['3', '0', '3', '0', '3', '-2', '5', '4', '3', '-2', '4', '3', '-1', '3', '0', '-1', '5', '4', '3', '-8', '1', '1', '7', '3', '5', '1', '3', '-24', '3', '0', '3', '-28', '1', '-30', '3', '-32', '1', '3', '-35', '1', '3', '-38', '1', '3', '-41', '1']	['nsubj', 'root', 'case', 'obl', 'case', 'obl', 'case', 'nmod:poss', 'amod', 'nmod', 'punct', 'punct', 'appos', 'case', 'nmod', 'punct', 'punct', 'case', 'amod', 'nmod', 'appos', 'flat', 'case', 'compound', 'nmod:poss', 'case', 'amod', 'obl', 'case', 'nmod', 'case', 'obl', 'nmod:tmod', 'punct', 'punct', 'dep', 'punct', 'punct', 'dep', 'punct', 'punct', 'dep', 'punct', 'punct', 'dep', 'punct']
The pair married on February 27, 2010, in Cortese's hometown of Sun Valley, Idaho.	['3', '3', '0', '4', '3', '-1', '3', '0', '6', '5', '4', '1', '-8', '4', '3', '-1', '3', '0', '-14']	['det', 'nsubj', 'root', 'case', 'compound', 'obl', 'punct', 'nmod:tmod', 'punct', 'case', 'nmod:poss', 'case', 'obl', 'case', 'compound', 'nmod', 'punct', 'appos', 'punct']
On October 10, 2011, the couple announced that they were expecting their first child together.	['4', '3', '8', '3', '0', '-1', '3', '3', '0', '5', '4', '3', '-2', '4', '3', '-1', '-2', '-7']	['case', 'compound', 'obl', 'punct', 'nmod:tmod', 'punct', 'det', 'nsubj', 'root', 'mark', 'nsubj', 'aux', 'ccomp', 'nmod:poss', 'amod', 'obj', 'advmod', 'punct']
Their son, Thomas Colton Padalecki, was born on March 19, 2012.	['3', '9', '3', '0', '1', '0', '-3', '3', '0', '4', '3', '-1', '3', '0', '-4']	['nmod:poss', 'nsubj:pass', 'punct', 'appos', 'flat', 'flat', 'punct', 'aux:pass', 'root', 'case', 'compound', 'obl', 'punct', 'nmod:tmod', 'punct']
"On December 22, 2013, Cortese gave birth to their second son, Austin Shepherd ""Shep"" Padalecki."	['4', '3', '7', '3', '0', '-1', '3', '0', '1', '5', '4', '3', '-3', '3', '0', '1', '3', '-1', '1', '-3', '-11']	['case', 'compound', 'obl', 'punct', 'nmod:tmod', 'punct', 'nsubj', 'root', 'obj', 'case', 'nmod:poss', 'amod', 'obl', 'punct', 'appos', 'flat', 'punct', 'appos', 'punct', 'flat', 'punct']
Their daughter, Odette Elliott Padalecki, was born on March 17, 2017. [17] [18]	['3', '9', '3', '0', '1', '0', '-3', '3', '0', '4', '3', '-1', '3', '0', '-4', '3', '-6', '1', '3', '-9', '1']	['nmod:poss', 'nsubj:pass', 'punct', 'appos', 'flat', 'flat', 'punct', 'aux:pass', 'root', 'case', 'compound', 'obl', 'punct', 'nmod:tmod', 'punct', 'punct', 'dep', 'punct', 'punct', 'dep', 'punct']
The couple resides in Austin, Texas with their three children.	['3', '3', '0', '3', '0', '3', '0', '5', '4', '3', '-6', '-7']	['det', 'nsubj', 'root', 'case', 'obl', 'punct', 'appos', 'case', 'nmod:poss', 'nummod', 'obl', 'punct']
Padalecki and Supernatural co-stars Jensen Ackles and Misha Collins supported Beto O'Rourke for the 2018 Senate election in Texas. [19]	['11', '4', '3', '-1', '1', '1', '3', '-1', '1', '0', '1', '1', '6', '5', '4', '3', '-5', '3', '0', '-8', '3', '-10', '1']	['nsubj', 'cc', 'compound', 'conj', 'appos', 'flat', 'cc', 'conj', 'flat', 'root', 'obj', 'flat', 'case', 'det', 'compound', 'compound', 'obl', 'case', 'nmod', 'punct', 'punct', 'dep', 'punct']
Always Keep Fighting	['3', '0', '1']	['advmod', 'root', 'xcomp']
In March 2015, Padalecki launched his Always Keep Fighting campaign through Represent.com.	['4', '3', '5', '1', '3', '0', '6', '3', '4', '1', '-3', '3', '-5', '-6']	['case', 'compound', 'obl', 'punct', 'nsubj', 'root', 'nmod:poss', 'advmod', 'compound', 'xcomp', 'obj', 'case', 'obl', 'punct']
His first campaign raised funds for To Write Love On Her Arms, which supports people struggling with depression, addiction, self-injury, and suicide.	['4', '3', '3', '0', '1', '4', '3', '-2', '1', '4', '3', '-2', '4', '3', '-5', '1', '1', '3', '0', '3', '0', '3', '-2', '4', '3', '-5', '-21']	['nmod:poss', 'amod', 'nsubj', 'root', 'obj', 'case', 'mark', 'obl', 'obj', 'case', 'nmod:poss', 'obl', 'punct', 'nsubj', 'acl:relcl', 'obj', 'acl', 'case', 'obl', 'punct', 'conj', 'punct', 'conj', 'punct', 'cc', 'conj', 'punct']
The cause is particularly close to Padalecki, who has been candid about his own struggles with depression. [20]	['3', '5', '4', '3', '0', '3', '0', '6', '5', '4', '3', '-3', '5', '4', '3', '-2', '3', '0', '-12', '3', '-14', '1']	['det', 'nsubj', 'cop', 'advmod', 'root', 'case', 'obl', 'punct', 'nsubj', 'aux', 'cop', 'acl:relcl', 'case', 'nmod:poss', 'amod', 'obl', 'case', 'nmod', 'punct', 'punct', 'dep', 'punct']
